 ABB India Pvt Ltd / Shree Venkatesh electrical,6,"Sangavi Keshri Road, Ward No. 8, NCL Colony, Aundh, Pune, Maharashtra ",48,327,Pune,110,411007,Vasim Shayannavar,kolhapur@gmail.com,,,1111111111,1
 amogh Enterprises,6,"SP Residency Fursungi, Saswad Rd, Pune, Maharashtra ",49,327,Pune,110,412308,Rahul Malekar,kolhapur@gmail.com,,,1111111111,1
 Cadila Pharmaceuticals Limited,6,Ahmedabad,48,319,Ahmedabad,110,,Vasim Shayannavar,kolhapur@gmail.com,,,1111111111,1
 Glaxosmithkline pharmaceuticals Ltd.,6,"A-10, Ambad - Uttam Nagar Rd, MIDC Area, MIDC Ambad, Nashik, Maharashtra ",49,327,Nashik,110,422010,Rahul Malekar,kolhapur@gmail.com,,,1111111111,1
 HEMA DRIVELINE AND HYDRAULICS PVT LTD.,6,Bhamboli,49,327,Pune,110,,Rahul Malekar,kolhapur@gmail.com,,,1111111111,1
 Mistair Health & Hygieen Pvt. Ltd.,6,"Shiroli MICD, Kolhapur",49,327,Kolhapur,110,,Rahul Malekar,kolhapur@gmail.com,,,1111111111,1
 MRF LTD,6,"Plot No 1 E Ward, 1st Floor Rahi Heights, Mahadik Vihir, Old Pune Banglore Road, Kolhapur, Maharashtra",49,327,Kolhapur,110,416005,Rahul Malekar,kolhapur@gmail.com,,,1111111111,1
 PFIZER,6,"Plot No. C, The Capital, 1802, 18th Floor, 70, G Block Rd, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra ",49,327,Mumbai,110,400051,Rahul Malekar,kolhapur@gmail.com,,,1111111111,1
 PIAGGIO VEHICLES PRIVATE LIMITED,6,Pune,49,327,Pune,110,,Rahul Malekar,kolhapur@gmail.com,,,1111111111,1
 Saurer Textiles Solutions Pvt. Ltd,6,"Karjan - Miyagam Rd, Vadava, Gujarat ",48,319,Karjan,110,391240,Vasim Shayannavar,kolhapur@gmail.com,,,1111111111,1
