HEMRL,6," Sutarwadi, Pashan, Pune, Maharashtra ",1,327,Pune,110,411021,AJIT,pune@gmail.com,,,1111111111,1
FEV INDIA PVT. LTD.,6," Vill Ambi, Navlakh Umbhre, Talegaon Dabhade, Dist. Pune ",1,327,Pune,110, 410 507,AJIT,pune@gmail.com,,,1111111111,1
DUPONT INDIA PRIVATE LIMITED,6," 25 Alkapuri Society, Alkapuri Aranya Flat No 103, Near Alkapuri Club, Race Course, Race Course",22,319,Vadodara,110,390007,AJIT,pune@gmail.com,,,1111111111,1
SCHAEFFLER INDIA LIMITED,6," A3, MIDC, Talegaon Dabhade, Maharashtra ",1,327,Pune,110,410506,AJIT,pune@gmail.com,,,1111111111,1
POSCO INDIA,6," A-9, Talegaon MIDC, Navlakh Umbre, Talegaon, Pune, Maharashtra ",1,327,Pune,110,410507,AJIT,pune@gmail.com,,,1111111111,1
LUCY SWITCHGEAR,6," H-21, MIDC Ambad, Nashik, Maharashtra ",9,327,Nashik,110,,AJIT,pune@gmail.com,,,1111111111,1
Pratham Tecnologies Pvt Ltd,6," Near Kalubai Mandir, NH4, Kelawade Gaon, Madras, Bombay Trunk Rd, Varve Bk, Maharashtra ",4,327,Bombay,110,412213,AJIT,pune@gmail.com,,,1111111111,1
KINGSPAN INSULATION PVT. LTD.,6," PLOT NO. 2 & 3 GATE NO. 457 AND 458 VILLAGE ,SHINEWADI SHIRWAL SUB DISTRICT KHANDALA DIS SATARA ",16,327,Shinewadi,110,4212801,AJIT,pune@gmail.com,,,1111111111,1
TE CONNECTIVITY INDIA PRIVATE LIMITED,6," Pune - Satara Rd, Maharashtra",1,327,Pune,110,412801,AJIT,pune@gmail.com,,,1111111111,1
NKB Technologies & Group Companies,6," S. No 98, Plot, no 14, Paud Road, Bhusari Colony, Kothrud, Pune, Maharashtra",1,327,Pune,110,411038,AJIT,pune@gmail.com,,,1111111111,1
Vanaz Engineers Limited,6," S. NO, 85/1, Paud Rd, Alkapuri Society, Kothrud, Pune, Maharashtra ",1,327,Pune,110,411038,AJIT,pune@gmail.com,,,1111111111,1
MSKH Polymers,6," Sv No 189, Jyotiba Nagar, Back To Jyoti Mangal Karyalaya, Talawade, Pune, Maharashtra",1,327,Pune,110,412114,AJIT,pune@gmail.com,,,1111111111,1
Tata Bluescope ,6," The Metropolitan, Final Plot No 27, Survey No 21, Wakdewadi,, Shivajinagar, Pune, Maharashtra ",1,327,Pune,110,411005,AJIT,pune@gmail.com,,,1111111111,1
Unique Surface Coatings,6," urvey no. 44 / 14. A/p :, Darshana Properties Lane, near Metamorphic Heat Treatment, Narhe, Pune, Maharashtra ",1,327,Pune,110,411041,AJIT,pune@gmail.com,,,1111111111,1
 Geberit Plumbing Technology India Private Limited ,6,"(At The LaLiT Ashok, Kumara Krupa High Grounds, IN-560 001 Bengaluru",3,324,bengaluru,110,,AJIT,pune@gmail.com,,,1111111111,1
BASF,6,"1, Paud Rd, Mahatma Society, Kothrud, Pune, Maharashtra",1,327,Pune,110,411038,AJIT,pune@gmail.com,,,1111111111,1
Manas Automotive India Pvt Ltd,6,"105, Pabe Ghat Ambee, Maharashtra",1,327,Pune,110,412212,AJIT,pune@gmail.com,,,1111111111,1
MAN DIESEL & TURBO INDIA LTD.( Man Trucks India Pvt Ltd),6,"155, Senapati Bapat Rd, Chattushringi, Gokhalenagar, Pune, Maharashtra",1,327,Pune,110,411016,AJIT,pune@gmail.com,,,1111111111,1
SRF Global India Nidhi Limited,6,"24, Porwal Rd, Nimbalkar Nagar, Kutwal Colony, Lohegaon, Pune, Maharashtra",1,327,Pune,110,411047,AJIT,pune@gmail.com,,,1111111111,1
Yazaki India Private Limited,6,"3, S.No. 166, High Cliff Industrial Estate, Wagholi-Rahu Road, Kesnand, Pune, Maharashtra ",1,327,Pune,110,412207,AJIT,pune@gmail.com,,,1111111111,1
Maharashtra Agro,6,"35/ 2525, Mantarwadi, Uruli Devachi, Haveli, Pune, Maharashtra ",1,327,Pune,110,412308,AJIT,pune@gmail.com,,,1111111111,1
WEX TECHNOLOGIES PVT LTD,6,"37 - 38 Bandal - Dhankude Plaza, Paud Road, kothrud depot, Pune, Maharashtra",1,327,Pune,110,411038,AJIT,pune@gmail.com,,,1111111111,1
Mahindra CIE Automotive Ltd.,6,"371, TAKVE ROAD,AT & POST, Kanhe, Maharashtra",7,327,Kanhe,110,412106,AJIT,pune@gmail.com,,,1111111111,1
