Zee Entertainment,6,MG Road,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
Mccain Foods,6,Rest House Road,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
Metso,6,MG Road,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
Provident Housing Ltd,6,Ulsoor Road,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
Zonta Infratech,6,Museum Rd,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
Secure Parking,6,Rest House Road,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
STIC Travels,6,Cunningham Road,68,324,Bengaluru,110,150001,Rishi Khanna,bengaluru@gmail.com,,,1111111111,1
Adani Capital,6,Brigade Road,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
IRCTC,6,Rajajinagar,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
Chola Ms Insurance,6,Rajajinagar,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
Canon ,6,"Ulsoor Rd,",67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
P C Chandra Jewellers,6,Ulsoor Rd,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
Secure Parking,6,Brigade Road,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
Narayani Holidays,6,Basavangudi,68,324,Bengaluru,110,150001,Rishi Khanna,bengaluru@gmail.com,,,1111111111,1
Byjus(Think & Learn),6,Bannerghatta Road,68,324,Bengaluru,110,150001,Rishi Khanna,bengaluru@gmail.com,,,1111111111,1
Itilite ,6,Indiranagar,68,324,Bengaluru,110,150001,Rishi Khanna,bengaluru@gmail.com,,,1111111111,1
Hummingbird India,6,Domlur,68,324,Bengaluru,110,150001,Rishi Khanna,bengaluru@gmail.com,,,1111111111,1
MAPEI,6,JC Road,67,324,Bengaluru,110,150001,Irfan Ahmed,bengaluru@gmail.com,,,1111111111,1
